Sample	Family	Treatment	Lat.x	Long.x	Region	Env	K1	K2	Pair	Sex	FTmeans	BMmeans	LNmeans	NNmeans	SWmeans	PHmeans	FCmeans	SCmeans	Germmeans	COTYmeans	HYPOmeans
5369	31	Soy	39.001464	-95.239938	Kansas	Nat	0.2929188	0.7070812	16	M	61.66666667	0.0431875	0.496632997	0.477444986	0.128119244	1.181237631	0.010416667	0	6	0.825622896	2.756237374
5346	110	Soy	39.305104	-88.139778	Greenup	Ag	0.582624	0.417376	4	M	39.5	0.035482571	0.933522727	0.428484061	0.14607216	1.233123104	0.007503851	0.007816501	7.166666667	0.781250421	2.762148569
4873	28	Soy	41.16467102	-87.81988903	Bradley	Ag	0.8586247	0.1413753	14	M	40.5	0.09526506	3.036111111	0.608415233	0.191600123	1.462223587	0	0	6	0.526861111	1.5335
5084	48	Soy	38.66890403	-90.63545798	Chesterfield	Ag	0.9408999	0.0591001	7	M	40	0.031882208	0.54040404	0.464194373	0.160262148	0.94213555	0.009708738	0	6	0.762676768	2.742272727
5261	163	Soy	39.305104	-88.139778	Greenup	Ag	0.5767154	0.4232846	4	M	43	0.025413785	0.916666667	0.406508549	0.122451737	1.135548814	0.006097561	0	10	0.5975	2.721145833
5378	111	Soy	38.732444	-89.277403	Keysport	Nat	0.8247284	0.1752716	5	M	47	0.067032258	0.5	0.425531915	0.219787234	1.29787234	0	0	10	1.4875	2.74875
4955	2	Soy	41.37218297	-83.79889	Weston	Ag	0.0001819	0.9998181	1	M	41	0.024739583	0.5	0.407573047	0.127131783	0.988073942	0.010416667	0.005208333	7.5	0.740555556	1.553888889
5110	107	Soy	39.05562996	-84.89810603	Aurora	Nat	0.4820848	0.5179152	3	M	37.28571429	0.047725822	1.798818691	0.512311567	0.19904003	1.444540462	0.011113378	0.008173865	7	0.56788365	2.014248468
4820	90	Soy	40.17519498	-90.26269396	Hickory	Ag	0.767776	0.232224	11	M	54	0.100566401	1.6496337	0.508664596	0.194972301	1.284465247	0.008283321	0.01387847	6.25	0.628395604	2.080623626
5015	176	Soy	41.37218297	-83.79889	Weston	Ag	0.5507098	0.4492902	1	M	35	0.044731183	0.702564103	0.674034749	0.324744691	1.59058639	0.010752688	0.014867915	9.25	0.70433547	3.060694444
5227	14	Soy	38.66890403	-90.63545798	Chesterfield	Ag	0.996414	0.003586	7	M	61	0.034115113	0.63960114	0.291523049	0.116344771	0.941707042	0	0	7.333333333	0.821205128	1.74491453
5234	50	Soy	38.6589929	-90.7440433	WSCSoy2	Ag	0.924538	0.075462	8	M	52.66666667	0.012411874	1.694444444	0.396883228	0.120765104	1.058815437	0.00745249	0.006872852	6.333333333	0.570648148	2.628425926
5086	161	Soy	41.37218297	-83.79889	Weston	Ag	0.4464206	0.5535794	1	M	37.5	0.020911111	0.574786325	0.491795786	0.187774045	1.076688834	0.018605378	0.012820513	9.25	0.798803419	1.275064103
4965	92	Soy	40.55406597	-89.48221204	Allentown	Ag	0.9477908	0.0522092	12	M	51	0.069879518	0.941666667	0.438657407	0.14431713	1.27037037	0.012048193	0	6.5	0.56825	1.995083333
5242	78	Soy	38.755485	-89.272475	Mulberry	Ag	0.6414819	0.3585181	5	M	49.6	0.04113039	0.989108518	0.358604824	0.106451569	0.973043051	0.002409639	0	6	0.738583631	2.879888227
4806	15	Soy	38.65643696	-90.73639403	WeldonSprings	Nat	0.6800398	0.3199602	8	M	51	0.041085149	0.579861111	0.480661683	0.143755433	0.953270349	0.004115226	0	8	0.708819444	2.532048611
5343	47	Soy	38.558781	-90.447501	Greentree	Nat	0.8514007	0.1485993	7	M	45.14285714	0.029237088	1.021708683	0.43332857	0.136738383	1.234024099	0.007416881	0.004770025	8.571428571	0.842878351	2.93880012
4814	20	Soy	39.463458	-91.98047097	Jackson	Ag	0.5349583	0.4650417	10	M	58.66666667	0.037883101	0.691005291	0.407181484	0.139195057	1.281894873	0.004219409	0	9	1.123936508	1.923216931
4830	19	Soy	39.46407096	-91.68243396	MarkTwain	Nat	0.5663931	0.4336069	10	M	39	NA	0.75	0.435897436	0.161794872	1.387179487	0.024691358	0.012345679	11	1.03875	2.45375
5138	175	Soy	41.55656599	-83.66247503	Maume	Nat	0.2028374	0.7971626	1	M	48	0.013576359	0.338461538	0.359375	0.10421875	1.265625	0	0.005376344	8.5	0.897423077	2.854038462
5321	156	Soy	39.001464	-95.239938	Kansas	Nat	0.9428472	0.0571528	16	M	44.5	0.109360327	2.675	0.577084523	0.18639955	1.538731748	0	0.00304878	6	0.849043706	2.386617133
5249	116	Soy	38.66890403	-90.63545798	Chesterfield	Ag	0.495381	0.504619	7	M	48.8	0.038717905	0.896225412	0.524632479	0.127272821	1.381299145	0.008672517	0.002083333	7.4	0.787149389	2.324649654
4854	76	Soy	39.305104	-88.139778	Greenup	Ag	0.9941799	0.0058201	4	M	59	0.064775	1.761085973	0.497603293	0.161409291	1.191067194	0.0108837	0	6.4	0.724185822	2.768373856
5040	69	Soy	41.55656599	-83.66247503	Maume	Nat	0.230027	0.769973	1	M	35.33333333	0.077132618	2.503096794	0.554682899	0.275613317	1.412306076	0.005738131	0.00853709	6.333333333	0.707796608	1.638615702
5156	152	Soy	41.15132703	-87.89857297	Kakanee	Nat	0.9220083	0.0779917	14	M	48	0.060151809	0.673809524	0.442610063	0.145290271	1.162812028	0.007663848	0	6.666666667	0.694809524	2.018
5163	185	Soy	38.927036	-95.241462	Lawrence	Nat	0.557314	0.442686	17	M	53	0.067396866	1.248366013	0.44683908	0.145377155	1.038433908	0	0	8	0.912855392	3.131531863
5170	118	Soy	38.6589929	-90.7440433	WSCSoy2	Ag	0.8826387	0.1173613	8	M	43	0.215308642	0.611111111	0.534883721	0.184651163	0.837209302	0.00617284	0	6.5	1.113333333	4.647222222
5079	7	Soy	39.393248	-88.163216	FoxRidge	Nat	0.9563598	0.0436402	4	M	55	0.053300971	0.6	0.545454545	0.116727273	1.763636364	0	0	6	0.66	3.044
5204	67	Soy	38.927036	-95.241462	Lawrence	Nat	0.857179	0.142821	17	M	71	0.038078652	0.625	0.366197183	0.101267606	0.915492958	0	0.011235955	7	0.574375	1.971875
4902	166	Soy	38.66783702	-91.55559699	Gascondale	Nat	0.8136391	0.1863609	9	M	45.2	0.064377806	1.302350427	0.573163689	0.164081984	1.511973418	0.010888001	0.015841503	7	0.531635684	1.975901709
4977	151	Soy	40.87326997	-88.62446599	Pontiac	Nat	0.9082115	0.0917885	13	M	34	0.076305623	0.855413105	0.56343573	0.243120025	1.678606387	0.006525299	0	7.166666667	0.947027066	2.620070513
5171	99	Soy	39.001464	-95.239938	Kansas	Nat	0.6061036	0.3938964	16	M	58	0.053923038	0.832799145	0.32380119	0.118093255	0.884943398	0.003236246	0	5.75	0.576498397	2.199557959
5244	132	Soy	38.988681	-95.215847	Nunemaker	Ag	0.7217884	0.2782116	16	M	44	0.079337662	2.3125	0.545454545	0.185227273	1.586363636	0.012987013	0	8	0.446875	1.845
5145	22	Soy	40.17519498	-90.26269396	Hickory	Ag	0.8729071	0.1270929	11	M	44.5	0.022079899	0.375	0.371587462	0.123516178	1.192239636	0	0	7.5	1.07	4.0325
5116	43	Soy	38.732444	-89.277403	Keysport	Nat	0.8317708	0.1682292	5	M	44	0.061946085	1.625	0.564764028	0.14361799	1.579665989	0.008724777	0.006310514	6	0.61515	2.621866667
5221	154	Soy	41.31732501	-86.746256	Knox	Nat	0.3721722	0.6278278	15	M	34.2	0.061632626	1.784646465	0.562762001	0.283521988	1.454206671	0.006269233	0.005204962	7	0.697237374	1.95450101
5287	159	Soy	38.782048	-95.171401	Baldwin	Ag	0.9283953	0.0716047	17	M	61	0.099247059	1.333333333	0.606557377	0.118852459	1.098360656	0	0	7	0.806666667	2.4775
5223	179	Soy	38.732444	-89.277403	Keysport	Nat	0.6044108	0.3955892	5	M	62.66666667	0.201670886	0.395238095	0.255198903	0.114592103	0.680865169	0	0.006329114	10	1.216380952	4.766952381
5247	155	Soy	41.35604002	-86.73699299	Prairie	Ag	0.7499482	0.2500518	15	M	46.2	0.103240477	1.739106624	0.536136973	0.205102472	1.52604106	0.00257732	0.007215265	6.2	0.580155053	2.949016559
5262	126	Soy	40.82949003	-88.66930699	HWY66	Ag	0.9391587	0.0608413	13	M	36	0.07839156	1.627783401	0.632014319	0.241990373	1.812654799	0.005181624	0	6.5	0.608493309	2.700377024
4887	60	Soy	40.82949003	-88.66930699	HWY66	Ag	0.8487641	0.1512359	13	M	51.8	0.025258256	1.38745098	0.40060198	0.095184323	0.865072083	0.006492248	0.002325581	7.6	0.689351634	1.915237908
4888	160	Soy	41.55656599	-83.66247503	Maume	Nat	0.4309005	0.5690995	1	M	42	0.072601373	1.656837607	0.47258977	0.17383844	1.571212652	0.005656109	0.017897381	6.5	0.626786325	2.143736467
5387	167	Soy	38.63920603	-91.51230698	Hernan	Ag	0.9998246	0.0001754	9	M	62	0.026679113	0.545833333	0.314102343	0.061578667	0.793814151	0	0	10	0.918902778	2.572083333
5258	80	Soy	38.670222	-90.065665	Granite	Ag	0.8583841	0.1416159	6	M	59.83333333	0.035796424	1.365391947	0.372404301	0.106536228	0.868498799	0.005237649	0.001851852	6.166666667	0.550397038	2.219715163
4989	62	Soy	41.16467102	-87.81988903	Bradley	Ag	0.7736577	0.2263423	14	M	42.5	0.016352941	0.847222222	0.413888889	0.114055556	1.030555556	0	0	7	0.715104167	1.8490625
5380	56	Soy	40.17519498	-90.26269396	Hickory	Ag	0.8110245	0.1889755	11	M	47.66666667	0.049326505	1.181623932	0.382560012	0.14441074	0.861358899	0.014073092	0	7.333333333	0.948760684	3.014887821
5183	29	Soy	41.31732501	-86.746256	Knox	Nat	0.4164501	0.5835499	15	M	36	0.051095336	1.135416667	0.61003861	0.285189189	1.506756757	0.026946458	0.010813654	8	0.5465625	1.635625
4813	101	Soy	38.927036	-95.241462	Lawrence	Nat	0.9918205	0.0081795	17	M	74	0.039865179	2.168421053	0.390684932	0.101383562	1.008228311	0.0125	0	5	0.929921053	3.611342105
4801	86	Soy	38.63920603	-91.51230698	Hernan	Ag	0.964014	0.035986	9	M	45	0.066328751	1.488731444	0.50904906	0.163545311	1.489308661	0.005355097	0	6	0.604188596	2.406423414
4886	180	Soy	38.755485	-89.272475	Mulberry	Ag	0.5982739	0.4017261	5	M	56.33333333	0.10096758	2.011179911	0.412553294	0.182402945	1.356737525	0	0	5.666666667	0.458436533	1.910925353
5320	85	Soy	38.66783702	-91.55559699	Gascondale	Nat	0.9999996	4.00E-07	9	M	55.33333333	0.006939444	0.971306471	0.282867713	0.103843347	1.065390994	0.003968254	0.003968254	7.666666667	0.805921856	3.297008547
5206	189	Soy	39.393248	-88.163216	FoxRidge	Nat	0.8706399	0.1293601	4	M	43.8	0.056805843	2.40516934	0.612564297	0.203391125	1.594848585	0	0	7.2	0.693505645	2.089735591
5219	3	Soy	41.03727398	-83.81345096	Blanchard	Nat	0.528683	0.471317	2	M	47	0.075041667	0.565242165	0.48962149	0.140529101	0.913756614	0.003472222	0.010416667	6.666666667	0.4505	1.015692308
5238	184	Soy	38.988681	-95.215847	Nunemaker	Ag	0.9996581	0.0003419	16	M	43.28571429	0.0761968	1.232851474	0.444819648	0.190004481	1.488657811	0.004810047	0.004758844	6.428571429	0.804700397	3.127134921
4939	147	Soy	38.66783702	-91.55559699	Gascondale	Nat	1	0	9	M	42.28571429	0.061924301	1.081084746	0.5891312	0.198156636	1.621833163	0.002936659	0	9	0.99041847	2.470380388
5147	142	Soy	38.755485	-89.272475	Mulberry	Ag	0.8301889	0.1698111	5	M	50.6	0.064038746	1.694027149	0.500013437	0.152389871	1.037135809	0.008651454	0.008897685	6.8	0.849126244	2.472514027
5239	165	Soy	38.755485	-89.272475	Mulberry	Ag	0.4301956	0.5698044	5	M	47.66666667	0.118983329	2.315151515	0.605016531	0.186790961	1.57745109	0.007663848	0.01943185	6.666666667	0.680353535	1.802144781
5213	168	Soy	40.57469501	-89.65567603	Pekin	Nat	0.333277	0.666723	12	M	34.83333333	0.098707675	2.358730159	0.585013768	0.258990173	1.631121399	0.008651666	0.006820164	5	0.6775	2.658785714
5271	32	Soy	38.988681	-95.215847	Nunemaker	Ag	1	0	16	M	44.5	0.083961905	0.616161616	0.501013171	0.133817123	1.400329281	0	0	5.5	0.88530303	3.133383838
5008	112	Soy	38.755485	-89.272475	Mulberry	Ag	0.8092626	0.1907374	5	M	43.33333333	0.046511509	0.554487179	0.56365974	0.178678528	1.498691883	0.010514351	0.021622253	8	0.947051282	3.17974359
5400	148	Soy	38.63920603	-91.51230698	Hernan	Ag	0.5837317	0.4162683	9	M	42.5	0.061797491	0.922619048	0.615942029	0.159877369	1.503177258	0.005555556	0.005555556	6	0.866071429	3.31875
4802	24	Soy	40.55406597	-89.48221204	Allentown	Ag	0.5397369	0.4602631	12	M	48	0.047311828	0.5	0.458333333	0.106458333	1.333333333	0.010752688	0	6	0.516428571	2.164285714
4876	35	Soy	41.55656599	-83.66247503	Maume	Nat	0.5681013	0.4318987	1	M	34.8	0.04420802	1.094335795	0.517539174	0.245101816	1.50243839	0	0.013592884	7	0.758796825	2.168901307
4907	8	Soy	39.305104	-88.139778	Greenup	Ag	0.9091245	0.0908755	4	M	47	0.071792056	1.321296296	0.466108737	0.151743234	1.639078822	0.010924713	0.00745249	6.333333333	0.725453704	2.177166667
5002	71	Soy	41.03727398	-83.81345096	Blanchard	Nat	0.3009071	0.6990929	2	M	35	0.042085542	0.599220273	0.435479798	0.204736742	1.470132576	0.007551652	0	6	0.779436647	3.000346979
5325	91	Soy	40.57469501	-89.65567603	Pekin	Nat	0.2111154	0.7888846	12	M	48.8	0.063265691	0.798166539	0.486878598	0.174501753	1.497173391	0.011126894	0.023867496	7.6	0.554074272	2.232265852
4899	198	Soy	38.755485	-89.272475	Mulberry	Ag	0.9313331	0.0686669	5	M	47	0.079725291	2.343684211	0.658039397	0.175338925	1.325296706	0.010894739	0.002083333	6.4	0.712037564	2.603809598
5216	138	Soy	41.06360497	-83.78943597	Mccombe	Ag	0.5282042	0.4717958	2	M	43	0.060963262	0.883333333	0.492907801	0.219683579	1.337915985	0.011111111	0.005555556	8	1.181833333	4.262333333
5300	23	Soy	40.57469501	-89.65567603	Pekin	Nat	0.8127863	0.1872137	12	M	57	0.026481379	0.928571429	0.414946071	0.134272727	1.155639445	0	0	6.5	0.781928571	1.970785714
4803	199	Soy	39.393248	-88.163216	FoxRidge	Nat	0.6051385	0.3948615	4	M	33	0.055113703	1.792592593	0.592975421	0.238654862	1.54247037	0.00693995	0.01100499	6.666666667	1.104222222	2.533148148
5389	137	Soy	41.03727398	-83.81345096	Blanchard	Nat	0.2788626	0.7211374	2	M	30.5	0.058776629	2.926470588	0.638172043	0.186129032	1.519623656	0.024390244	0.018292683	6.5	0.770065359	1.205637255
4921	133	Soy	38.927036	-95.241462	Lawrence	Nat	0.9946869	0.0053131	17	M	67	0.034326923	0.5	0.388059701	0.085223881	0.985074627	0.009615385	0.009615385	6	0.798333333	3.1125
4964	39	Soy	39.05562996	-84.89810603	Aurora	Nat	0.4318667	0.5681333	3	M	50.5	0.022387097	0.755952381	0.393507031	0.152841191	1.327543424	0.005376344	0.005555556	6	0.79047619	2.180833333
5115	73	Soy	39.05562996	-84.89810603	Aurora	Nat	0.6167335	0.3832665	3	M	44.25	0.097888619	1.018620269	0.439300303	0.185464788	1.485970047	0.007716472	0.007716472	6	0.876923077	2.863440171
4912	75	Soy	39.393248	-88.163216	FoxRidge	Nat	0.6324389	0.3675611	4	M	51	0.032143715	1.02034632	0.396296296	0.134049383	1.087654321	0.003472222	0	6.666666667	0.852012987	2.089505051
5097	10	Soy	38.755485	-89.272475	Mulberry	Ag	0.5363283	0.4636717	5	M	51.33333333	0.065309269	1.34204793	0.511050725	0.148720411	1.143900966	0.006024096	0.007691632	6	0.567156863	1.535620915
4861	190	Soy	39.305104	-88.139778	Greenup	Ag	0.9789111	0.0210889	4	M	53	0.103895666	1.112121212	0.503917341	0.193569677	1.544590746	0.007937633	0	6	0.768070707	3.180030303
5061	88	Soy	39.463458	-91.98047097	Jackson	Ag	0.9326818	0.0673182	10	M	48.33333333	0.066947837	1.543981481	0.640645586	0.157616601	1.473781291	0.006024096	0.004016064	6	0.43599537	2.174814815
5137	59	Soy	40.87326997	-88.62446599	Pontiac	Nat	0.8933835	0.1066165	13	M	36.66666667	0.032613262	0.791666667	0.509448473	0.115316414	1.310751758	0.003875969	0.003875969	6	0.703587963	2.690416667
4819	25	Soy	40.87326997	-88.62446599	Pontiac	Nat	0.9714367	0.0285633	13	M	41.66666667	0.059581605	1.798953824	0.591620492	0.177364053	1.210836681	0.005250395	0	5.166666667	1.009600649	2.139938312
4841	93	Soy	40.87326997	-88.62446599	Pontiac	Nat	0.8093265	0.1906735	13	M	50.5	0.014372816	0.666666667	0.43062201	0.105011962	1.003608453	0.009708738	0.004854369	7	0.634444444	2.198111111
4850	72	Soy	41.06360497	-83.78943597	Mccombe	Ag	0.6376102	0.3623898	2	M	45	0.000964706	1.010683761	0.422222222	0.280444444	2.088888889	0	0.005555556	6.5	0.573675214	2.874423077
450	129	Soy	41.31732501	-86.746256	Knox	Nat	2.40E-06	0.9999976	15	M	37	0.048613861	0.625	0.648648649	0.277567568	1.418918919	0	0.00990099	8	0.63875	1.87625
4982	30	Soy	41.35604002	-86.73699299	Prairie	Ag	0.2676069	0.7323931	15	M	37.25	0.041329741	1.097222222	0.53083479	0.174782938	1.380635684	0.002427184	0.007431689	6.5	0.751944444	2.430277778
5125	61	Soy	41.15132703	-87.89857297	Kakanee	Nat	0.4931048	0.5068952	14	M	36	0.010657722	0.617460317	0.401774152	0.109340197	0.57030562	0.007751938	0.007751938	9.666666667	0.832571429	2.012698413
4960	63	Soy	41.31732501	-86.746256	Knox	Nat	0.2718636	0.7281364	15	M	41	0.021671053	0.266666667	0.512195122	0.13804878	1.097560976	0.013157895	0.013157895	9	0.427333333	0.913333333
5202	109	Soy	39.393248	-88.163216	FoxRidge	Nat	0.9868467	0.0131533	4	M	45.66666667	0.050998282	1.021367521	0.520313583	0.136230509	1.41721818	0	0.007407407	6.333333333	0.563141026	2.253896011
4925	79	Soy	38.699066	-90.068054	Pontoon	Nat	0.9014176	0.0985824	6	M	63	0.00616453	0.486842105	0.239163306	0.053225806	0.546270161	0	0	6.5	0.874692982	1.780548246
5066	1	Soy	41.55656599	-83.66247503	Maume	Nat	0.2934621	0.7065379	1	M	40.5	0.018758822	0.970588235	0.325806452	0.115574194	1.011322581	0.005319149	0.015957447	8	0.523529412	1.232647059
4846	173	Soy	38.927036	-95.241462	Lawrence	Nat	0.7723793	0.2276207	17	M	52.57142857	0.077982951	1.173357116	0.48915552	0.155029204	1.272721453	0.010402638	0.002136752	6.571428571	0.562179175	2.349535623
556	120	Soy	38.63920603	-91.51230698	Hernan	Ag	0.917668	0.082332	9	M	54.5	0.077992659	2.142105263	0.488195913	0.172795983	1.357470049	0.004854369	0.006097561	7	0.636912281	1.579017544
4935	114	Soy	38.670222	-90.065665	Granite	Ag	0.566701	0.433299	6	M	44.2	0.058812716	0.942690058	0.609349346	0.174343683	1.541812354	0.004387437	0.010733371	6	0.812362258	2.344802744
5018	106	Soy	41.06360497	-83.78943597	Mccombe	Ag	0.6065022	0.3934978	2	M	39.25	0.037807184	0.616369048	0.455877384	0.2081887	1.049207402	0.014468391	0.00797773	8.75	0.674511905	1.809612103
4866	11	Soy	38.699066	-90.068054	Pontoon	Nat	1	0	6	M	69	0.012495935	0.513888889	0.250793651	0.062539683	0.486222222	0.006944444	0.003472222	7.666666667	0.883564815	2.01875
4917	136	Soy	41.37218297	-83.79889	Weston	Ag	0.5864671	0.4135329	1	M	41.8	0.121807419	0.94834267	0.666969326	0.258571738	1.409739816	0.007440476	0.011677918	7.8	0.760485994	1.761573296
5189	127	Soy	41.15132703	-87.89857297	Kakanee	Nat	0.6598975	0.3401025	14	M	30	0.03009697	0.831534091	0.457165572	0.215624178	1.51302383	0.016832949	0.008493743	8	0.989341856	2.565145833
4981	52	Soy	38.63920603	-91.51230698	Hernan	Ag	0.9225612	0.0774388	9	M	37.5	0.076404494	1.027777778	0.483504399	0.22914956	1.377052786	0.011642074	0.006024096	6.5	0.741527778	2.519166667
5031	115	Soy	38.558781	-90.447501	Greentree	Nat	0.9719785	0.0280215	7	M	41	0.08574359	1.254323063	0.508255633	0.225349206	1.560810023	0.002061856	0.006773607	6.4	0.723054715	2.632903641
4860	123	Soy	40.57469501	-89.65567603	Pekin	Nat	0.2128357	0.7871643	12	M	43.8	0.104785881	1.51151743	0.571349359	0.214580216	1.336634778	0.006961831	0.011873798	6.6	0.958028452	3.151737867
4933	65	Soy	39.001464	-95.239938	Kansas	Nat	0.7996767	0.2003233	16	M	71	0.0056625	0.5	0.281690141	0.055211268	0.450704225	0	0	9	1.3125	3.3625
5142	98	Soy	41.35604002	-86.73699299	Prairie	Ag	0.659358	0.340642	15	M	57.6	0.041132772	1.060606061	0.416846845	0.116673988	1.116459056	0.005952381	0.015790307	6.6	0.636348052	2.568000866
5053	193	Soy	39.001464	-95.239938	Kansas	Nat	1	0	16	M	36.25	0.069045481	2.017763158	0.562260574	0.217779187	1.64323152	0	0.003164557	8.25	0.908519737	2.213684211
5032	188	Soy	41.37218297	-83.79889	Weston	Ag	0.1933212	0.8066788	1	M	38	0.058418516	0.727920654	0.454553689	0.230160161	1.488295455	0.009146341	0.007810359	6.75	0.614066986	2.049173146
5117	170	Soy	41.16467102	-87.81988903	Bradley	Ag	0.8233468	0.1766532	14	M	46.5	0.082342241	1.184615385	0.544559099	0.207973734	1.790314259	0	0.031864937	5.5	0.902730769	2.212038462
4909	153	Soy	41.16467102	-87.81988903	Bradley	Ag	0.4830683	0.5169317	14	M	42.33333333	0.04753118	0.69017094	0.474800592	0.170411452	0.978082155	0	0	6	0.876239316	2.619081197
4891	97	Soy	41.31732501	-86.746256	Knox	Nat	0.1162368	0.8837632	15	M	42.5	0.024839274	0.86875	0.741917503	0.142151616	1.165802676	0.015957447	0.005319149	7	0.5018125	1.3013125
342	124	Soy	40.55406597	-89.48221204	Allentown	Ag	0.8920355	0.1079645	12	M	58	0.002022472	0.333333333	0.25862069	0.053103448	0.327586207	0	0	10	0.613333333	1.601666667
4958	164	Soy	38.732444	-89.277403	Keysport	Nat	0.8979087	0.1020913	5	M	39	0.029885543	1.678571429	0.53968254	0.171170635	1.631349206	0.01685543	0.006329114	8.5	0.802857143	3.006642857
5222	96	Soy	41.16467102	-87.81988903	Bradley	Ag	0.9034053	0.0965947	14	M	41.42857143	0.073729325	1.430555556	0.603716198	0.187944559	1.449510976	0.003240927	0.003421851	7	0.713722222	2.416460317
5006	169	Soy	41.15132703	-87.89857297	Kakanee	Nat	0.5164604	0.4835396	14	M	49.5	0.041346378	0.391414141	0.540238928	0.135861305	1.295643939	0.004016064	0	7	0.698030303	2.336679293
503	4	Soy	41.06360497	-83.78943597	Mccombe	Ag	0.2814987	0.7185013	2	M	34	0.048041388	0.33968254	0.549019608	0.213039216	1.608823529	0.003623188	0.012507817	9.333333333	0.832349206	1.805661905
5312	141	Water	38.732444	-89.277403	Keysport	Nat	0.9188351	0.0811649	5	M	56.25	0.05950143	1.275694444	0.538778938	0.163816861	1.338768165	0.005055147	0	6.5	0.836090278	2.893444444
5165	44	Water	38.755485	-89.272475	Mulberry	Ag	0.5502696	0.4497304	5	M	44.2	0.091660863	0.581283422	0.612559322	0.244933435	1.39747508	0.00437799	0.002020202	7.8	1.015922333	2.633701044
5134	74	Water	39.01893298	-84.92674196	AgLaughrey	Ag	0.3455406	0.6544594	3	M	47.33333333	0.066148928	0.760348584	0.480710232	0.168519616	0.973465383	0.003703704	0.010643653	6.666666667	0.957189542	2.652505447
5169	135	Water	41.55656599	-83.66247503	Maume	Nat	0.6852217	0.3147783	1	M	31	0.04826883	2.965277778	0.551041667	0.26565625	1.413958333	0.020432692	0.004807692	6	0.670590278	0.838993056
5268	130	Water	41.35604002	-86.73699299	Prairie	Ag	0.9993795	0.0006205	15	M	24.33333333	0.025709096	1.111111111	0.655945419	0.298425926	1.344249513	0.010752688	0.003584229	10	0.98975	1.408
5136	40	Water	39.01893298	-84.92674196	AgLaughrey	Ag	0.2970844	0.7029156	3	M	57	0.089400044	0.433333333	0.478743961	0.188183575	1.523913043	0.005494505	0.016039516	11	1.362333333	3.795166667
4862	34	Water	38.782048	-95.171401	Baldwin	Ag	1	0	17	M	41	0.105077164	1.321428571	0.569908815	0.24949848	1.486291793	0	0	10	1.35875	2.226071429
5209	143	Water	38.699066	-90.068054	Pontoon	Nat	0.9439069	0.0560931	6	M	49.5	0.108922816	1.69212963	0.564023214	0.215849034	1.29058004	0.011220257	0.011238155	6.666666667	0.864375	2.225416667
5284	113	Water	38.699066	-90.068054	Pontoon	Nat	0.8397205	0.1602795	6	M	58.6	0.017174571	0.819310755	0.395755369	0.124118655	0.916993464	0.007885917	0.002109705	7.166666667	0.51323981	2.068404753
4928	192	Water	38.755485	-89.272475	Mulberry	Ag	0.7200443	0.2799557	5	M	56.75	0.073519737	1.541666667	0.424641848	0.136618039	0.916210149	0.005555556	0.003703704	8.25	0.826765873	2.327420635
5323	140	Water	39.305104	-88.139778	Greenup	Ag	0.5371101	0.4628899	4	M	38.5	0.17228654	3.824206349	0.705797391	0.277356371	1.924818827	0.016537362	0.025882691	5.25	0.635271825	1.25175
5393	42	Water	39.305104	-88.139778	Greenup	Ag	0.6842801	0.3157199	4	M	48	0.082576022	1.025801282	0.417921062	0.168344949	1.083475366	0.004115226	0.00308642	8.25	0.81713141	1.744858173
5395	13	Water	38.558781	-90.447501	Greentree	Nat	0.9022718	0.0977282	7	M	41.5	0.075653343	2.171232057	0.646681931	0.248004211	1.525897611	0.005511143	0.002906977	5.75	0.550524607	1.809044087
4828	100	Water	38.988681	-95.215847	Nunemaker	Ag	1	0	16	M	43.25	0.060642013	1.839576104	0.593063215	0.190361662	1.341716371	0.006239187	0.004257365	7	0.564777367	2.229637206
5100	158	Water	38.927036	-95.241462	Lawrence	Nat	1	0	17	M	61.75	0.059073647	1.702201582	0.411564897	0.131424429	1.077869129	0	0	6.5	0.553203302	1.592983918
5205	87	Water	39.46407096	-91.68243396	MarkTwain	Nat	0.9999999	1.00E-07	10	M	46.33333333	0.091405865	1.416374269	0.561054579	0.191685168	1.453746531	0.017435351	0.006708468	6.333333333	0.577249513	3.546031189
5377	81	Water	38.558781	-90.447501	Greentree	Nat	0.9627912	0.0372088	7	M	70	0.007013333	0.875	0.228571429	0.059428571	0.524285714	0	0	10	0.598125	1.5825
4822	191	Water	38.732444	-89.277403	Keysport	Nat	0.7756276	0.2243724	5	M	44.5	0.079259672	1.179487179	0.502051282	0.208584615	1.384794872	0.005376344	0.005376344	7.5	0.747384615	2.928897436
5208	21	Water	40.12487104	-90.36914203	Browning	Nat	0.5505141	0.4494859	11	M	49.4	0.097218792	0.759444444	0.521015945	0.210425695	1.508321696	0.022063422	0.021604595	6.6	0.740972222	1.532205556
5326	95	Water	41.15132703	-87.89857297	Kakanee	Nat	0.1290647	0.8709353	14	M	37	0.09343563	0.339285714	0.77027027	0.308513514	1.682432432	0	0.012987013	9	0.6328125	0.672901786
5381	12	Water	38.670222	-90.065665	Granite	Ag	0.9425411	0.0574589	6	M	53	0.03874238	0.400641026	0.424064171	0.136991087	1.144919786	0.021336645	0.032004967	6	0.582820513	2.208974359
5294	105	Water	41.03727398	-83.81345096	Blanchard	Nat	0.1580356	0.8419644	2	M	38.66666667	0.046699608	0.859473859	0.577056277	0.235029582	1.472835498	0.008547009	0.008232323	9.666666667	0.642497502	2.167256077
