Env,Pop,Family,Position,Treatment,Lat,Long,Pair,GH,GH_Block,Roof_Block,Germ,Germ_JD,Hypocotyl(mm),Cotyledon(mm),LeafNum,Date_of_1Meas,Harvest Julian Day,Flowering Time,StemWidth,PlantHeight,NodeNum,Late,Broken,Sex,Dry Biomass,Flower Color,485,530,590,IsBlank,Soy Germ,Stem Colour
Natural,WeldonSprings,15,5162,Water,38.65643696,-90.73639403,8,1,A,9,10,191,21.24,9.99,24,205,283,231,10.53,73,30,0,0,M,8.842,0,2348,1645,3179,0,na,0
Natural,Lawrence,185,5163,Soy,38.927036,-95.241462,17,2,F,9,8,189,33.18,9.75,23,205,283,252,5.5,77.5,28,0,0,F,5.258,,1503,1241,2217,0,0,0
Natural,FoxRidge,199,5164,Soy,39.393248,-88.163216,4,2,G,9,,FALSE,,,,205,283,,,,,0,0,NA,,0,40,99,86,1,1,
Agricultural,Mulberry,44,5165,Soy,38.755485,-89.272475,5,1,D,9,6,187,27.49,11.31,26,205,283,233,7.73,69,27,0,0,M,7.322,,702,799,1272,0,0,1
Natural,FoxRidge,177,5166,Control,39.393248,-88.163216,4,2,F,9,9,190,37.38,9.98,7,205,283,233,,,,0,0,NA,,0,2610,2036,4040,0,na,
Agricultural,Hernan,18,5167,Control,38.63920603,-91.51230698,9,1,B,9,6,187,39.36,6.99,31,205,283,,,,,0,0,NA,0.262,3,2222,1903,3567,0,na,0
Natural,FoxRidge,139,5168,Soy,39.393248,-88.163216,4,2,C,9,5,186,29.2,10.37,27,205,283,235,6.71,71,37,0,0,F,,1,1443,1229,2238,0,0,0
Natural,Maume,135,5169,Water,41.55656599,-83.66247503,1,2,C,9,6,187,13.97,10.54,55,205,283,217,8.73,58.4,19,0,0,M,6.083,3,3231,2609,4926,0,na,0
Agricultural,WSCSoy2,118,5170,Soy,38.6589929,-90.7440433,8,2,B,9,7,188,51.31,10.99,31,205,283,261,10.09,93,37,0,0,F,7.049,0,1638,929,1569,0,1,1
Natural,Kansas,99,5171,Control,39.001464,-95.239938,16,1,G,9,6,187,27.01,12.99,38,205,283,240,9.42,77,21,0,0,M,5.872,0,1382,974,1921,0,na,0
Natural,Gascondale,17,5172,Soy,38.66783702,-91.55559699,9,1,B,9,,FALSE,23.84,10.36,6,205,283,252,5.65,41.2,16,0,0,M,1.493,1,1484,1183,2087,0,1,0
Natural,Lawrence,101,5173,Control,38.927036,-95.241462,17,2,W,9,6,187,33.35,9.6,37,205,283,247,7.29,55.5,30,0,0,M,3.41,3,1405,1354,2298,0,na,0
Agricultural,Mulberry,142,5174,Water,38.755485,-89.272475,5,2,D,9,7,188,17.39,10.41,23,205,283,233,12.97,85,36,0,0,F,31.258,,1226,984,1732,0,na,3
Natural,Lawrence,133,5175,Control,38.927036,-95.241462,17,2,C,9,,FALSE,,,,205,283,,,,,0,0,NA,,2,32,72,62,1,na,
Agricultural,Chesterfield,82,5176,Control,38.66890403,-90.63545798,7,1,F,9,6,187,25.85,8.22,18,205,283,231,8.85,76,16,0,0,M,7.916,0,1344,1367,2326,0,na,1
Natural,Kansas,65,5177,Soy,39.001464,-95.239938,16,1,E,9,8,189,30.56,7.75,17,205,283,261,4.53,40.5,20,0,0,F,0.692,2,2213,1998,3531,0,0,0
Agricultural,Greenup,140,5178,Soy,39.305104,-88.139778,4,2,W,9,6,187,41.1,12.09,47,205,283,247,9.57,56,21,0,0,F,5.558,3,2201,2011,3504,0,1,0
Agricultural,Mulberry,10,5179,Water,38.755485,-89.272475,5,1,A,9,6,187,21.73,11.95,45,205,283,228,11.14,67,34,0,0,M,13.655,0,2292,1966,3622,0,na,0
Agricultural,Bradley,28,5180,Water,41.16467102,-87.81988903,14,1,C,9,5,186,28.92,9.77,44,205,283,221,8.43,62.1,17,0,0,M,4.072,0,1203,1236,2083,0,na,0
Natural,Lawrence,173,5181,Water,38.927036,-95.241462,17,2,E,9,8,189,41.92,11.68,36,205,283,,,,,0,0,NA,,,1803,1870,3562,0,na,0
Agricultural,Bradley,62,5182,Water,41.16467102,-87.81988903,14,1,E,9,9,190,25.72,7.79,5,205,283,261,3.55,21.5,11,0,0,NA,,0,927,654,1043,0,na,
Natural,Knox,29,5183,Control,41.31732501,-86.746256,15,1,B,9,6,187,29.24,10.93,65,205,283,228,9.93,63,38,0,0,F,13.64,1,1574,1367,2462,0,na,1
Agricultural,Bradley,128,5184,Water,41.16467102,-87.81988903,14,2,C,9,9,190,27.11,12.51,15,205,283,231,10.1,62,23,0,0,F,24.074,1,1244,1050,1809,0,na,1
Natural,Browning,89,5185,Water,40.12487104,-90.36914203,11,1,G,9,9,190,17.08,8.02,12,205,283,231,11.45,67,30,0,0,M,8.901,2,1702,1398,2608,0,na,0
Natural,Kakanee,127,5186,Soy,41.15132703,-87.89857297,14,2,B,9,8,189,29.98,10.15,31,205,283,224,5.92,55.2,17,0,0,F,3.72,,2136,1903,3317,0,0,1
Natural,Kakanee,61,5187,Control,41.15132703,-87.89857297,14,1,W,9,10,191,14.37,7.8,10,205,283,240,4.51,30.4,12,0,0,NA,,,1339,927,1708,0,na,
Agricultural,Granite,12,5188,Soy,38.670222,-90.065665,6,1,B,9,,FALSE,,,,205,283,,,,,0,0,NA,,0,27,68,56,1,0,
Natural,Kakanee,127,5189,Control,41.15132703,-87.89857297,14,2,B,9,10,191,20.75,14.62,18,205,283,217,7.77,51.2,16,0,0,M,3.032,,1892,1640,2701,0,na,2
Agricultural,Jackson,54,5190,Soy,39.463458,-91.98047097,10,1,D,9,,FALSE,,,,205,283,,,,,0,0,NA,,2,28,70,58,1,1,
Natural,Kakanee,181,5191,Water,41.15132703,-87.89857297,14,2,W,9,6,187,23.52,9.34,66,205,283,226,11.15,68,32,0,0,F,16.7,,2116,1471,2791,0,na,1
Natural,Keysport,111,5192,Control,38.732444,-89.277403,5,2,B,9,,FALSE,17.4,8.32,2,205,283,,,,,0,0,NA,,,28,68,58,1,na,
Natural,WeldonSprings,49,5193,Water,38.65643696,-90.73639403,8,1,D,9,9,190,28.91,11.88,13,205,283,,,,,0,0,NA,,0,2104,1636,2979,0,na,
Agricultural,Prairie,155,5194,Control,41.35604002,-86.73699299,15,2,D,9,6,187,32.83,8.77,53,205,283,226,10.52,66.5,30,0,0,M,12.419,2,3058,3075,5034,0,na,0
Agricultural,Allentown,58,5195,Soy,40.55406597,-89.48221204,12,1,D,9,6,187,24.58,7.32,23,205,283,240,5.72,45,19,0,0,M,1.433,2,2829,1896,3946,0,0,0
Natural,Pontoon,11,5196,Soy,38.699066,-90.068054,6,1,B,9,6,187,34.86,10.28,13,205,283,,,,,0,0,M,,2,1420,1250,2131,0,0,1
Agricultural,Granite,144,5197,Control,38.670222,-90.065665,6,2,D,9,7,188,11.68,8.21,21,205,283,247,12.43,68,39,0,0,F,10.84,2,2672,1904,3937,0,na,0
Agricultural,Mulberry,198,5198,Water,38.755485,-89.272475,5,2,G,9,7,188,30.68,12.76,43,205,283,235,10.7,72,34,0,0,M,9.862,1,1016,955,1475,0,na,1
Agricultural,Hernan,148,5199,Water,38.63920603,-91.51230698,9,2,D,9,6,187,27.94,9.26,51,205,283,228,9.99,67,36,0,0,M,12.238,1,2596,1448,2906,0,na,0
Natural,Knox,154,5200,Water,41.31732501,-86.746256,15,2,D,9,6,187,9.61,9.77,41,205,283,226,11.56,67.5,36,0,0,F,24.859,,1647,1448,2506,0,na,2
Agricultural,Chesterfield,48,5201,Control,38.66890403,-90.63545798,7,1,D,9,,FALSE,,,,205,283,,,,,0,0,NA,,0,44,113,103,1,na,
Natural,FoxRidge,109,5202,Control,39.393248,-88.163216,4,2,A,9,6,187,28.83,9.39,54,205,283,233,8.26,55,40,0,0,F,3.038,1,2289,2025,3591,0,na,0
Agricultural,Baldwin,68,5203,Control,38.782048,-95.171401,17,1,E,9,9,190,30.29,12.3,29,205,283,231,8.33,75,27,0,0,M,7.651,,2704,2042,3994,0,na,1
Natural,Lawrence,67,5204,Soy,38.927036,-95.241462,17,1,E,9,7,188,27.96,7.47,15,205,283,,,,,0,0,F,2.439,1,482,492,605,0,0,
Natural,MarkTwain,87,5205,Water,39.46407096,-91.68243396,10,1,G,9,6,187,95.45,8.14,24,205,283,233,10.46,83,33,0,0,M,12.894,1,2039,1304,2440,0,na,1
Natural,FoxRidge,189,5206,Control,39.393248,-88.163216,4,2,F,9,7,188,26.02,14.35,60,205,283,228,10.25,76,39,0,0,F,18.244,0,1869,1551,2923,0,na,0
Natural,Lawrence,33,5207,Soy,38.927036,-95.241462,17,1,C,9,8,189,37.94,9.15,19,205,283,240,5.54,46,24,0,0,M,1.337,2,691,646,966,0,0,0
Natural,Browning,21,5208,Control,40.12487104,-90.36914203,11,1,W,9,6,187,16.23,12.88,37,205,283,231,7.5,51,11,0,0,F,7.695,3,1499,1469,2441,0,na,2
Natural,Pontoon,143,5209,Control,38.699066,-90.068054,6,2,D,9,,FALSE,16.28,6.1,6,205,283,247,10.46,85,37,0,0,F,12.391,,4261,3204,6141,0,na,2
Agricultural,Weston,188,5210,Control,41.37218297,-83.79889,1,2,F,9,6,187,,NA,NA,205,283,,,,,0,0,NA,0,,36,94,81,1,na,0
Natural,Lawrence,185,5211,Water,38.927036,-95.241462,17,2,G,9,,FALSE,,,,205,283,,,,,0,0,NA,,0,28,73,62,1,na,
Agricultural,WSCSoy2,118,5212,Water,38.6589929,-90.7440433,8,2,A,9,6,187,40.88,14.9,31,205,283,252,8.38,53.5,14,0,0,M,2.333,0,1742,1640,2850,0,na,0
Natural,Pekin,168,5213,Control,40.57469501,-89.65567603,12,2,E,9,6,187,33.02,11.24,46,205,283,226,11.29,67,29,0,0,M,8.806,1,2995,2329,4388,0,na,0
Natural,Maume,160,5214,Control,41.55656599,-83.66247503,1,2,W,9,6,187,14.57,10.45,50,205,283,233,10.8,103,38,0,0,F,15.111,0,2124,1817,3155,0,na,2
Natural,Pontiac,125,5215,Soy,40.87326997,-88.62446599,13,2,B,9,10,191,24.61,10.69,14,205,283,228,6.95,70.5,30,0,0,M,8.521,1,1334,1255,2017,0,1,0
Agricultural,Mccombe,138,5216,Water,41.06360497,-83.78943597,2,2,C,9,8,189,24.77,10.47,36,205,283,219,14.73,58.1,18,0,0,M,8.168,2,1750,1567,2590,0,na,0
Natural,Keysport,191,5217,Water,38.732444,-89.277403,5,2,G,9,9,190,43.64,11.01,10,205,283,240,9.32,66.3,22,0,0,M,8.03,1,3561,2153,4295,0,na,1
Agricultural,Nunemaker,184,5218,Soy,38.988681,-95.215847,16,2,F,9,6,187,43.13,12.74,41,205,283,231,8.44,73.5,23,0,0,M,9.999,0,1260,1112,1913,0,1,0
Natural,Blanchard,3,5219,Water,41.03727398,-83.81345096,2,1,A,9,6,187,16.74,12.15,33,205,283,221,10.24,60.6,16,0,0,M,5.93,2,1964,1639,2712,0,na,1
Natural,WeldonSprings,49,5220,Soy,38.65643696,-90.73639403,8,1,D,9,8,189,31.39,9.83,9,205,283,252,4.88,37.3,18,0,0,M,1.099,2,1228,1267,1858,0,1,0
Natural,Knox,154,5221,Soy,41.31732501,-86.746256,15,2,D,9,7,188,20.19,10.02,9,198,283,224,11,48.7,21,0,0,M,5.688,1,1007,850,1464,0,0,
Agricultural,Bradley,96,5222,Control,41.16467102,-87.81988903,14,1,G,9,8,189,23.93,8.26,4,198,283,224,7.7,55.8,23,0,0,M,4.304,1,1886,1380,2417,0,na,1
Natural,Keysport,179,5223,Water,38.732444,-89.277403,5,2,E,9,10,191,28.04,6.22,3,198,283,252,12.36,57,29,0,0,F,8.291,3,438,460,632,0,na,1
Natural,Pekin,57,5224,Soy,40.57469501,-89.65567603,12,1,D,9,8,189,19.62,10.85,4,198,283,235,8.71,73.5,19,0,0,F,,0,697,645,1055,0,0,0
Agricultural,Nunemaker,194,5225,Control,38.988681,-95.215847,16,2,G,9,6,187,24.37,12.76,8,198,283,240,7.61,76.5,28,0,0,M,,,1039,838,1412,0,na,0
Agricultural,AgLaughrey,40,5226,Soy,39.01893298,-84.92674196,3,1,W,9,8,189,32.37,10.44,3,198,283,,,,,0,0,NA,,0,50,126,116,1,0,
Agricultural,Chesterfield,14,5227,Water,38.66890403,-90.63545798,7,1,A,9,9,190,24.88,11.47,2,198,283,252,2.53,36.7,12,0,0,F,,1,1684,1563,2383,0,na,0
Natural,Gascondale,51,5228,Water,38.66783702,-91.55559699,9,1,D,9,5,186,30.63,9.98,14,198,283,220,10.62,119,38,0,0,F,25.271,0,1722,1413,2422,0,na,2
Natural,Gascondale,119,5229,Soy,38.66783702,-91.55559699,9,2,B,9,6,187,22.15,10.95,38,205,283,240,9.43,111,26,0,0,M,14.074,0,2281,1858,3247,0,0,0
Agricultural,Baldwin,134,5230,Soy,38.782048,-95.171401,17,2,C,9,,FALSE,31.71,7.19,3,205,283,,,,,0,0,NA,0.018,,850,751,1265,0,0,0
Agricultural,Hernan,148,5231,Soy,38.63920603,-91.51230698,9,2,D,9,,FALSE,,,,205,283,,,,,0,0,NA,,2,34,81,70,1,0,
Agricultural,Mulberry,10,5232,Soy,38.755485,-89.272475,5,1,A,9,6,187,31.68,12.5,26,205,283,233,9.24,58,32,0,0,M,7.404,0,1749,1193,2278,0,0,1
Agricultural,Hickory,122,5233,Water,40.17519498,-90.26269396,11,2,C,9,7,188,28.61,10.47,7,198,283,226,11.41,54,30,0,0,F,28.259,1,997,982,1495,0,na,0
Agricultural,WSCSoy2,50,5234,Water,38.6589929,-90.7440433,8,1,D,9,10,191,18.95,13.43,2,198,283,235,13.34,84,25,0,0,M,12.06,,1020,836,1345,0,na,0
Natural,Keysport,9,5235,Control,38.732444,-89.277403,5,1,A,9,,FALSE,,,,198,283,,,,,0,0,NA,,0,33,75,59,1,na,
Natural,Keysport,197,5236,Soy,38.732444,-89.277403,5,2,G,9,7,188,25.52,4.94,7,198,283,226,10.51,70,28,0,0,M,15.038,3,1086,932,1433,0,1,0
Agricultural,Prairie,30,5237,Water,41.35604002,-86.73699299,15,1,C,9,6,187,17.84,12.69,15,198,283,235,8.83,85.5,43,0,0,F,20.55,0,1481,1215,2053,0,na,0
Agricultural,Nunemaker,184,5238,Control,38.988681,-95.215847,16,2,F,9,8,189,18.3,8.34,3,198,283,247,7.56,62.5,26,0,0,M,3.755,2,690,600,955,0,na,1
Agricultural,Mulberry,165,5239,Control,38.755485,-89.272475,5,2,E,9,8,189,28.62,8.91,6,198,283,226,10.06,69,28,0,0,F,12.524, ,2621,1996,3904,0,na,1
Agricultural,Greenup,196,5240,Soy,39.305104,-88.139778,4,2,G,9,8,189,31.38,6.85,4,198,283,,,,,0,0,NA,,0,46,123,111,1,1,
Natural,Pontiac,25,5241,Control,40.87326997,-88.62446599,13,1,B,9,9,190,20.58,9.26,19,205,283,240,5.64,41,18,0,0,M,,0,991,1005,1624,0,na,0
Agricultural,Mulberry,78,5242,Soy,38.755485,-89.272475,5,1,F,9,6,187,38.22,11.21,10,205,283,247,6.83,40,12,0,1,F,2.375,0,831,933,1263,0,0,0
Agricultural,HWY66,94,5243,Water,40.82949003,-88.66930699,13,1,G,9,7,188,11.82,5.73,7,205,283,,,,,0,0,F,0.147,2,2105,1828,3143,0,na,0
Agricultural,Nunemaker,132,5244,Soy,38.988681,-95.215847,16,2,C,9,6,187,46.61,9.38,49,205,283,247,8.73,73.5,42,0,0,F,9.8876,2,1515,1216,2069,0,0,0
Agricultural,WSCSoy2,118,5245,Control,38.6589929,-90.7440433,8,2,B,9,6,187,33.47,13.5,15,198,283,235,6.29,31,18,0,1,M,4.648,1,1468,1238,2092,0,na,0
Agricultural,Weston,188,5246,Soy,41.37218297,-83.79889,1,2,F,9,7,188,28.29,8.22,4,198,283,235,12.2,76.5,25,0,0,F,12.966,2,915,790,1211,0,1,2
Agricultural,Prairie,155,5247,Water,41.35604002,-86.73699299,15,2,D,9,6,187,39.11,7.66,13,198,283,226,9.87,70.5,40,0,0,F,19.534,0,914,932,1319,0,na,1
Natural,Keysport,164,5248,Water,38.732444,-89.277403,5,2,E,9,6,187,14.07,8.97,14,198,283,226,11.78,74,29,0,0,F,25.828,2,1661,1382,2424,0,na,0
Agricultural,Chesterfield,116,5249,Control,38.66890403,-90.63545798,7,2,B,9,7,188,36.05,12.47,6,198,283,247,6.6,70.5,34,0,0,M,6.314,,964,792,1381,0,na,0
Natural,Maume,175,5250,Water,41.55656599,-83.66247503,1,2,E,9,,FALSE,,,,198,283,,,,,0,0,NA,,1,44,116,106,1,na,
Natural,Pontiac,151,5251,Soy,40.87326997,-88.62446599,13,2,D,9,7,188,34.99,9.12,5,198,283,224,8.35,67.1,22,0,0,M,8.278,,2418,1876,3406,0,0,0
Natural,Maume,35,5252,Water,41.55656599,-83.66247503,1,1,C,9,7,188,20.01,10.86,5,198,283,240,13.41,47,13,0,0,F,,,864,851,1254,0,na,0
Agricultural,AgLaughrey,74,5253,Water,39.01893298,-84.92674196,3,1,E,9,8,189,27.99,9.94,18,205,283,233,5.07,40.5,29,0,0,NA,,0,56,146,136,1,na,
Agricultural,WSCSoy2,84,5254,Control,38.6589929,-90.7440433,8,1,F,9,8,189,23.39,11.6,22,205,283,261,4.82,40,28,0,0,F,1.283,1,1949,1545,2802,0,na,0
Agricultural,Weston,176,5255,Control,41.37218297,-83.79889,1,2,F,9,6,187,30.26,9.09,40,205,283,219,10.65,56.4,22,0,0,F,15.266,1,1497,1341,2296,0,na,3
Agricultural,HWY66,60,5256,Soy,40.82949003,-88.66930699,13,1,W,9,6,187,21.92,13.67,27,205,283,228,5.57,47,28,0,0,M,3.642,2,1180,1217,1793,0,0,0
Natural,Pontoon,79,5257,Water,38.699066,-90.068054,6,1,E,9,6,187,27.31,7.39,6,198,283,226,8.34,44,29,0,0,M,2.562,3,1569,1377,2319,0,na,1
Agricultural,Granite,80,5258,Control,38.670222,-90.065665,6,1,W,9,10,191,28.16,10.54,4,198,283,252,12.33,92.3,30,0,0,F,17.022,1,3226,2002,4168,0,na,2
Natural,Pontiac,59,5259,Control,40.87326997,-88.62446599,13,1,D,9,6,187,26.29,8.63,5,198,283,221,8.2,57.3,17,0,0,M,6.911,0,1839,1528,2762,0,na,0
Agricultural,Weston,36,5260,Control,41.37218297,-83.79889,1,1,C,9,6,187,18.12,5.68,4,198,283,240,5.44,41.2,15,0,0,M,0.031,0,1155,973,1727,0,na,0
Agricultural,Greenup,163,5261,Water,39.305104,-88.139778,4,2,E,9,6,187,33.11,11.42,7,198,283,221,8.72,67.2,18,0,0,M,4.554,0,2184,1977,3532,0,na,0
Agricultural,HWY66,126,5262,Water,40.82949003,-88.66930699,13,2,C,9,6,187,23.58,7.09,9,198,283,224,9.75,68.1,25,0,0,M,13.051,,2369,1982,3514,0,na,0
Agricultural,Baldwin,134,5263,Control,38.782048,-95.171401,17,2,C,9,,FALSE,,,,198,283,,,,,0,0,NA,,1,56,145,136,1,na,
Agricultural,Baldwin,174,5264,Control,38.782048,-95.171401,17,2,F,9,6,187,36.15,11.04,5,198,283,240,10.96,86.7,28,0,0,M,14.665,1,1058,1009,1585,0,na,0
Agricultural,Mccombe,38,5265,Soy,41.06360497,-83.78943597,2,1,C,9,7,188,46.9,11.01,19,205,283,233,5.85,67,35,0,0,M,5.12,0,673,606,948,0,0,0
Agricultural,Greenup,42,5266,Water,39.305104,-88.139778,4,1,D,9,10,191,14.35,12.52,11,205,283,252,8.86,96,29,0,0,F,14.484,1,1313,1770,3043,0,na,0
Natural,Maume,69,5267,Control,41.55656599,-83.66247503,1,1,E,9,7,188,21.2,11.45,54,205,283,226,12.8,50,20,0,0,M,7.24,1,594,612,896,0,na,1
Agricultural,Prairie,130,5268,Water,41.35604002,-86.73699299,15,2,C,9,9,190,13.01,9.47,35,205,283,226,11.95,48,28,0,0,M,4.913,1,2824,2565,4739,0,na,0
Natural,Aurora,73,5269,Soy,39.05562996,-84.89810603,3,1,F,9,,FALSE,,,,198,283,235,3.15,34,17,0,0,M,0.38,1,934,873,1298,0,0,1
Agricultural,WSCSoy2,16,5270,Control,38.6589929,-90.7440433,8,1,B,9,10,191,18.43,8.88,2,198,283,224,7.79,41.2,14,0,0,M,6.698,0,2353,1855,3557,0,na,0
Agricultural,Nunemaker,32,5271,Water,38.988681,-95.215847,16,1,C,9,6,187,27.36,8.55,5,198,283,235,8.81,40.5,12,0,1,F,,1,1697,1398,2516,0,na,0
Agricultural,Greenup,190,5272,Water,39.305104,-88.139778,4,2,G,9,6,187,34.79,10.12,7,198,283,233,10.22,84,37,0,0,F,10.247,1,3194,2747,4977,0,na,0
Natural,Kansas,183,5273,Water,39.001464,-95.239938,16,2,G,9,10,191,24.6,8.19,5,198,283,252,10.06,103,44,0,0,F,21.235,2,1096,950,1518,0,na,0
Agricultural,Nunemaker,184,5274,Water,38.988681,-95.215847,16,2,G,9,6,187,35.16,8.56,7,198,283,226,11.29,68,30,0,0,M,11.575,,1628,1245,2167,0,na,0
Natural,Greentree ,81,5275,Soy,38.558781,-90.447501,7,1,W,9,,FALSE,,,,198,283,,,,,0,0,NA,,,31,76,66,1,0,
Natural,Browning,55,5276,Soy,40.12487104,-90.36914203,11,1,D,9,6,187,27.69,7.86,15,198,283,224,6.28,51.3,20,0,0,F,12.444,0,1346,1328,2162,0,0,1
Natural,Pontiac,125,5277,Control,40.87326997,-88.62446599,13,2,B,9,6,187,18.72,10.84,20,205,283,231,6.23,59,24,0,0,F,7.122,0,2322,1948,3547,0,na,0
Agricultural,WSCSoy2,16,5278,Soy,38.6589929,-90.7440433,8,1,B,9,,FALSE,25.34,7.27,4,205,283,247,1.28,60.7,11,0,0,M,0.025,2,1930,1558,2944,0,1,0
Natural,Blanchard,3,5279,Soy,41.03727398,-83.81345096,2,1,A,9,6,187,17.82,7.23,14,205,283,226,8.5,56,25,0,0,M,7.204,1,1979,1743,2951,0,0,2
Agricultural,Mulberry,112,5280,Soy,38.755485,-89.272475,5,2,B,9,7,188,24.61,6.86,23,205,283,226,10.1,46,24,0,0,F,12.01,,3202,2353,4155,0,0,0
Natural,Knox,129,5281,Soy,41.31732501,-86.746256,15,2,B,9,,FALSE,,,,198,283,,,,,0,0,NA,,,26,65,57,1,1,
Agricultural,HWY66,94,5282,Control,40.82949003,-88.66930699,13,1,G,9,,FALSE,,,,198,283,,,,,0,0,NA,,1,25,70,61,1,na,
Agricultural,Greenup,163,5283,Soy,39.305104,-88.139778,4,2,E,9,7,188,32.68,8.87,5,198,283,261,3.67,45.5,21,0,0,F,1.029,0,1159,1094,1772,0,0,0
Natural,Pontoon,113,5284,Control,38.699066,-90.068054,6,2,B,9,6,187,27.05,9.56,11,198,283,224,5.88,51.2,23,0,0,M,2.78,1,1633,1078,1902,0,na,0
Agricultural,Bradley,182,5285,Control,41.16467102,-87.81988903,14,2,F,9,6,187,32.28,12.46,13,198,283,226,8.93,46,30,0,0,F,9.449,0,2130,1271,2243,0,na,0
Natural,Keysport,164,5286,Soy,38.732444,-89.277403,5,2,E,9,7,188,39.64,9.25,5,198,283,224,6.89,59.6,20,0,0,M,2.518,2,873,704,1096,0,0,0
Agricultural,Baldwin,159,5287,Control,38.782048,-95.171401,17,2,D,9,6,187,35.47,11.89,12,198,283,235,9.17,69.8,28,0,0,F,15.019,1,1975,1103,2279,0,na,0
Agricultural,Greenup,110,5288,Soy,39.305104,-88.139778,4,2,A,9,6,187,38.45,9.71,9,198,283,224,5.25,59,22,0,0,F,4.728,,543,661,929,0,0,0
Natural,Blanchard,37,5289,Soy,41.03727398,-83.81345096,2,1,C,9,,FALSE,4,NA,NA,198,283,,,,,0,0,NA,,1,26,67,55,1,0,
Agricultural,Bradley,96,5290,Soy,41.16467102,-87.81988903,14,1,G,9,8,189,25.82,8.49,4,198,283,224,8.56,53.2,23,0,0,M,6.956,1,1065,903,1427,0,0,0
Agricultural,Prairie,130,5291,Control,41.35604002,-86.73699299,15,2,B,9,6,187,23.79,9.07,11,198,283,217,7.81,47.7,18,0,0,M,3.483,,1029,1023,1542,0,na,1
Agricultural,HWY66,26,5292,Soy,40.82949003,-88.66930699,13,1,B,9,,FALSE,,,,198,283,,,,,0,0,NA,,,25,65,54,1,1,
Natural,Gascondale,166,5293,Water,38.66783702,-91.55559699,9,2,E,9,9,190,,,,198,283,,,,,0,0,NA,,2,28,71,59,1,na,
Natural,Blanchard,105,5294,Water,41.03727398,-83.81345096,2,2,A,9,8,189,21.6,8.1,4,198,283,233,10.63,63,43,0,0,F,12.078,,1793,1228,2219,0,na,3
Agricultural,Prairie,98,5295,Water,41.35604002,-86.73699299,15,1,G,9,,FALSE,,,,198,283,,,, ,0,0,NA,,0,66,143,124,1,na,
Agricultural,Nunemaker,157,5296,Soy,38.988681,-95.215847,16,2,D,9,6,187,22.2,9.89,12,198,283,235,9.62,64.5,37,0,0,M,8.909,,1036,807,1344,0,1,0
Agricultural,Hernan,120,5297,Control,38.63920603,-91.51230698,9,2,W,9,,FALSE,,,,198,283,,,,,0,0,NA,,1,1339,1072,2006,0,na,
Natural,Keysport,43,5298,Water,38.732444,-89.277403,5,1,D,9,6,187,36.11,5.88,6,198,283,233,12.23,54,30,0,0,M,9.177,0,53,133,125,1,na,0
Agricultural,WSCSoy2,50,5299,Soy,38.6589929,-90.7440433,8,1,D,9,,FALSE,25.38,7.6,2,198,283,261,2.09,36,16,0,0,F,0.642,2,1097,1035,1681,0,0,0
Natural,Pekin,23,5300,Control,40.57469501,-89.65567603,12,1,B,9,7,188,32.12,12.16,5,198,283,240,11.57,74.5,20,0,0,F,18.6,0,1087,774,1105,0,na,0
Natural,WeldonSprings,117,5301,Soy,38.65643696,-90.73639403,8,2,B,9,6,187,24.3,9.35,9,198,283,240,8.37,28.7,9,0,0,M,1.298,,1266,827,1311,0,1,0
Agricultural,HWY66,26,5302,Water,40.82949003,-88.66930699,13,1,C,9,,FALSE,,,,198,283,,,,,0,0,NA,,1,26,61,52,1,na,
Natural,Maume,103,5303,Control,41.55656599,-83.66247503,1,2,A,9,6,187,35.7,10.01,6,198,283,219,12.2,50.5,21,0,0,F,9.147,0,1881,1638,2793,0,na,1
Natural,Pontoon,113,5304,Water,38.699066,-90.068054,6,2,A,9,6,187,27.06,5.3,6,198,283,261,6.02,33.5,32,0,0,F,2.35,2,1068,915,1622,0,na,0
Natural,Maume,35,5305,Soy,41.55656599,-83.66247503,1,1,C,9,6,187,25.61,9.7,8,198,283,217,9.44,40,18,0,0,F,6.977,,1092,987,1483,0,0,2
Agricultural,Baldwin,102,5306,Soy,38.782048,-95.171401,17,2,A,9,10,191,,,,198,283,,,,,0,0,NA,,0,34,71,62,1,0,1
Natural,Kansas,193,5307,Water,39.001464,-95.239938,16,2,G,9,6,187,35.49,8.38,6,198,283,235,9.92,50,19,0,0,M,8.589,,1112,901,1575,0,na,0
Agricultural,Allentown,92,5308,Soy,40.55406597,-89.48221204,12,1,G,9,6,187,39.73,8.69,4,198,283,252,3.1,28.5,11,0,0,NA,,1,1239,960,1630,0,0,
Agricultural,Jackson,88,5309,Control,39.463458,-91.98047097,10,1,F,9,10,191,20.73,9.75,2,198,283,252,6.63,67,24,0,0,F,11.578,0,674,592,970,0,na,1
Natural,Keysport,179,5310,Control,38.732444,-89.277403,5,2,F,9,,FALSE,4,NA,NA,198,283,261,3.07,25,14,0,0,M,,0,891,817,1325,0,na,0
Agricultural,Hernan,167,5311,Water,38.63920603,-91.51230698,9,2,E,9,6,187,31.89,9.63,13,198,283,226,7.3,63,30,0,0,M,5.93,0,1945,1555,2820,0,na,0
Natural,Keysport,141,5312,Soy,38.732444,-89.277403,5,2,W,9,8,189,27.59,6.51,5,198,283,261,3.48,19,13,0,0,F,,3,1244,1169,1945,0,0,0
