Env,Pop,Family,Position,Treatment,Lat,Long,Pair,GH,GH_Block,Roof_Block,Germ,Germ_JD,Hypocotyl(mm),Cotyledon(mm),LeafNum,Date_of_1Meas,Harvest Julian Day,Flowering Time,StemWidth,PlantHeight,NodeNum,Late,Broken,Sex,Dry Biomass,Flower Color,485,530,590,IsBlank,Soy Germ,Stem Colour
Agricultural,Chesterfield,82,2100,Water,38.66890403,-90.63545798,7,1,G,4,,FALSE,,,,199,277,NA,NA,NA,NA,0,0,NA,,,25,66,53,1,na,
Agricultural,Granite,12,2101,Water,38.670222,-90.065665,6,1,A,4,,FALSE,5.98,4.39,,199,277,263,0.8,3.5,4,0,0,NA,,,29,72,62,1,na,
Agricultural,Baldwin,186,2102,Soy,38.782048,-95.171401,17,2,F,4,,FALSE,,,,199,277,NA,NA,NA,NA,0,0,NA,,,57,156,150,1,na,
Agricultural,Greenup,190,2103,Water,39.305104,-88.139778,4,2,G,4,6,187,40.89,8.37,10,199,277,249,10.79,80.9,26,0,1,M,,0,3414,2351,4445,0,na,
Natural,FoxRidge,199,2104,Control,39.393248,-88.163216,4,2,G,4,9,190,22.15,8.47,5,199,277,242,5.62,40.2,15,0,0,F,0.73,,1366,1233,2120,0,na,0
Natural,Kansas,31,2105,Soy,39.001464,-95.239938,16,1,C,4,6,187,32.96,10.34,14,199,277,NA,NA,NA,NA,0,0,NA,0.341,,1076,928,1618,0,0,0
Natural,FoxRidge,199,2106,Water,39.393248,-88.163216,4,2,G,4,6,187,32.02,12.31,18,199,277,235,8.76,79.5,26,1,0,M,6.81,0,1271,1203,2064,0,na,0
Agricultural,HWY66,60,2107,Water,40.82949003,-88.66930699,13,1,W,4,,FALSE,,,,199,277,NA,NA,NA,NA,0,0,NA,,,47,119,111,1,na,
Agricultural,Nunemaker,172,2108,Water,38.988681,-95.215847,16,2,E,4,6,187,29.97,9.04,23,199,277,NA,NA,NA,NA,0,0,NA,1.1,,2515,1750,3553,0,na,
Agricultural,Baldwin,174,2109,Control,38.782048,-95.171401,17,2,F,4,7,188,36.84,10.7,12,199,277,219,9.32,52.6,19,0,0,M,10.86,0,1648,1521,2571,0,na,0
Natural,Knox,154,2110,Soy,41.31732501,-86.746256,15,2,D,4,6,187,32.96,7.89,12,199,277,221,10.8,50.8,20,0,0,M,7.23,1,1412,1337,2426,0,na,1
Natural,Greentree ,115,2111,Soy,38.558781,-90.447501,7,2,B,4,8,189,28.62,8.24,5,199,277,233,5.3,NA,18,0,0,M,5.2,0,2450,2106,3663,0,na,1
Natural,Kansas,131,2112,Water,39.001464,-95.239938,16,2,C,4,6,187,29.24,9.04,32,199,277,226,9.89,61.6,27,0,0,M,11.61,0,1458,1282,2224,0,na,0
Agricultural,Prairie,130,2113,Water,41.35604002,-86.73699299,15,2,C,4,7,188,25.35,11.02,22,199,277,210,7.66,33.2,16,0,0,F,,0,29,74,61,1,na,1
Natural,Kansas,99,2114,Control,39.001464,-95.239938,16,1,G,4,6,187,36.27,9.81,6,199,277,235,8.1,62,21,0,0,M,6.656,0,602,623,986,0,na,0
Natural,FoxRidge,195,2115,Water,39.393248,-88.163216,4,2,G,4,10,191,26.4,8.85,11,199,277,221,8.8,58.5,19,0,0,M,,0,1440,1448,2474,0,na,1
Natural,Lawrence,185,2116,Control,38.927036,-95.241462,17,2,F,4,10,191,33.6,9.91,4,199,277,233,9.45,74,20,0,0,M,9.424,2,1883,1617,2891,0,na,1
Natural,Keysport,197,2117,Soy,38.732444,-89.277403,5,2,G,4,6,187,31.62,9.84,8,199,277,233,10.31,80,16,0,0,M,10.64,0,2057,1879,3260,0,0,0
Natural,Kakanee,169,2118,Water,41.15132703,-87.89857297,14,2,E,4,11,192,10.12,8.37,4,199,277,254,2.3,10,12,0,0,NA,,,56,149,139,1,na,
Agricultural,Nunemaker,132,2119,Control,38.988681,-95.215847,16,2,C,4,6,187,26.27,10.7,28,199,277,229,10.56,68.6,33,0,0,M,8.35,1,1835,1599,2877,0,na,0
Natural,Browning,55,2120,Water,40.12487104,-90.36914203,11,1,D,4,6,187,31.98,11.12,17,199,277,229,12.25,81.4,18,0,0,M,7.57,2,1404,1251,2241,0,na,3
Agricultural,Allentown,124,2121,Control,40.55406597,-89.48221204,12,2,B,4,9,190,5.38,4.53,4,199,277,NA,NA,NA,NA,0,0,NA,,,50,130,121,1,na,
